2020-09-28,15430,NZD,Direct Credit,INV-0015981,The Laundromat,E-16
2020-10-04,11232,AUD,International Receipt,INV-0017350,FX Broker Limited,E-14
2020-10-05,1656848,AUD,International Receipt,INV-0016709,Gatekeepers Inc,E-15
2020-10-06,-119,NZD,Payment,,FX Broker Limited,E-14
2020-10-06,12994,NZD,Direct Credit,INV-0016006,NightSky LLC,E-19
2020-10-06,-22330,NZD,Loan Payment,,NightSky LLC,E-19
2020-10-07,-34639,NZD,Loan Payment,,Avid AML Limited,E-13
2020-10-10,16998,NZD,Direct Credit,INV-0016109,Avid AML Limited,E-13
2020-10-10,-53044,SGD,International Payment,,Gatekeepers Inc,E-15
2020-10-18,-27333,SGD,International Payment,,FX Broker Limited,E-14
2020-10-18,234987,NZD,Direct Credit,INV-0016433,FX Broker Limited,E-14
2020-10-18,17319,NZD,Direct Credit,INV-0016224,Gravitational LP,E-21
2020-10-18,-220,NZD,Payment,,The Laundromat,E-16
2020-10-19,944387,SGD,International Receipt,INV-0015980,Gravitational LP,E-21
2020-10-20,186345,NZD,Direct Credit,INV-0016502,Avid AML Limited,E-13
2020-10-20,-250,NZD,Direct Debit,,FX Broker Limited,E-14
2020-10-20,23090,NZD,Cheque Deposit,,Gatekeepers Inc,E-15
2020-10-20,-23090,NZD,Cheque Withdrawal,,Gatekeepers Inc,E-15
2020-10-20,380,NZD,Cash Deposit,,Panama Papers Inc,E-17
2020-10-20,-3453,NZD,Debit Transfer,,Panama Papers Inc,E-17
2020-10-20,-629,NZD,Bill Pmnt,,The Laundromat,E-16
2020-10-25,-96004,NZD,Loan Payment,,Avid AML Limited,E-13
2020-10-29,-34234,NZD,Debit Transfer,,Avid AML Limited,E-13
2020-10-29,-18442,SGD,International Payment,,FX Broker Limited,E-14
2020-10-29,125873,NZD,Direct Credit,INV-0016576,Gravitational LP,E-21
2020-11-03,-61850,NZD,Loan Payment,,Panama Papers Inc,E-17
2020-11-04,-116,NZD,Bill Pmnt,,Avid AML Limited,E-13
2020-11-04,-45009,NZD,Cheque Withdrawal,,FX Broker Limited,E-14
2020-11-04,-630,NZD,Payment,,FX Broker Limited,E-14
2020-11-04,23598,NZD,Direct Credit,INV-0016776,Gatekeepers Inc,E-15
2020-11-04,-23875,NZD,Debit Transfer,,Gatekeepers Inc,E-15
2020-11-04,380,NZD,Cash Deposit,,Panama Papers Inc,E-17
2020-11-04,184765,NZD,Direct Credit,INV-0016578,Quasar Limited,E-20
2020-11-04,-60,NZD,Direct Debit,,Quasar Limited,E-20
2020-11-04,-42698,NZD,Debit Transfer,,The Laundromat,E-16
2020-11-10,199998,AUD,International Receipt,INV-0016664,The Laundromat,E-16
2020-11-17,-77854,NZD,Loan Payment,,Avid AML Limited,E-13
2020-11-21,-108,NZD,Payment,,AtmosComp Inc,E-18
2020-11-21,-23434,NZD,Debit Transfer,,Avid AML Limited,E-13
2020-11-21,180434,NZD,Direct Credit,INV-0016820,Quasar Limited,E-20
2020-11-24,-6994,AUD,International Payment,,FX Broker Limited,E-14
2020-11-24,87899,NZD,Direct Credit,INV-0016988,Panama Papers Inc,E-17
2020-11-24,-18765,NZD,Debit Transfer,,The Laundromat,E-16
2020-11-29,-99823,NZD,Loan Payment,,Avid AML Limited,E-13
2020-11-29,56756,NZD,Direct Credit,INV-0017028,FX Broker Limited,E-14
2020-11-29,-34989,NZD,Cheque Withdrawal,,FX Broker Limited,E-14
2020-11-29,-643,NZD,Bill Pmnt,,Gatekeepers Inc,E-15
2020-11-29,-18998,NZD,Debit Transfer,,NightSky LLC,E-19
2020-11-29,700,NZD,Cash Deposit,,Panama Papers Inc,E-17
2020-11-29,-60,NZD,Direct Debit,,The Laundromat,E-16
2020-12-02,-403,NZD,Bill Pmnt,,Panama Papers Inc,E-17
2020-12-08,523992,AUD,International Receipt,INV-0016857,AtmosComp Inc,E-18
2020-12-08,34543,NZD,Direct Credit,INV-0017073,AtmosComp Inc,E-18
2020-12-08,36540,NZD,Direct Credit,INV-0017097,Avid AML Limited,E-13
2020-12-08,-123,NZD,Payment,,FX Broker Limited,E-14
2020-12-08,-64430,NZD,International Payment,,Gatekeepers Inc,E-15
2020-12-08,-19999,NZD,Debit Transfer,,NightSky LLC,E-19
2020-12-08,-34922,NZD,Debit Transfer,,Panama Papers Inc,E-17
2020-12-08,-65343,NZD,Loan Payment,,Panama Papers Inc,E-17
2020-12-11,51362,NZD,Cheque Deposit,,Panama Papers Inc,E-17
2020-12-11,-1362,NZD,Cheque Withdrawal,,Panama Papers Inc,E-17
2020-12-19,46980,NZD,Cheque Deposit,INV-0017349,Gatekeepers Inc,E-15
2020-12-20,-544,NZD,Payment,,FX Broker Limited,E-14
2020-12-20,35487,NZD,Direct Credit,INV-0017161,NightSky LLC,E-19
2020-12-20,-3201,NZD,Debit Transfer,,NightSky LLC,E-19
2020-12-21,-116,NZD,Bill Pmnt,,Avid AML Limited,E-13
2020-12-26,-722034,NZD,Loan Payment,,The Laundromat,E-16
2020-12-31,543,NZD,Cash Deposit,,Panama Papers Inc,E-17
2021-01-04,-56231,NZD,Loan Payment,,Panama Papers Inc,E-17
2021-01-05,402085,NZD,Direct Credit,INV-0017206,AtmosComp Inc,E-18
2021-01-05,-61,NZD,Payment,,Avid AML Limited,E-13
2021-01-05,-43344,NZD,Debit Transfer,,The Laundromat,E-16
2021-01-06,-24339,NZD,Debit Transfer,,Avid AML Limited,E-13
2021-01-06,76989,NZD,Direct Credit,INV-0017347,Gravitational LP,E-21
2021-01-06,-3544,NZD,Internal Transfer,,The Laundromat,E-16
2021-01-07,-27049,NZD,Debit Transfer,,Avid AML Limited,E-13
2021-01-07,-56,NZD,Direct Debit,,FX Broker Limited,E-14
2021-01-07,23746,NZD,Cheque Deposit,,FX Broker Limited,E-14
2021-01-07,-23746,NZD,Cheque Withdrawal,,FX Broker Limited,E-14
2021-01-07,-439,NZD,Bill Pmnt,,Gatekeepers Inc,E-15
2021-01-07,-62231,NZD,Loan Payment,,Gravitational LP,E-21
2021-01-07,623,NZD,Cash Deposit,,Panama Papers Inc,E-17
2021-01-07,56487,NZD,Direct Credit,INV-0017348,Quasar Limited,E-20
2021-01-08,-18995,SGD,International Payment,,FX Broker Limited,E-14
2021-01-08,23869,NZD,Direct Credit,INV-0015350,Quasar Limited,E-20
2021-01-08,-43229,NZD,Debit Transfer,,The Laundromat,E-16
2021-01-17,-8665,SGD,International Payment,,AtmosComp Inc,E-18
2021-01-17,-360,NZD,Direct Debit,,Avid AML Limited,E-13
2021-01-17,95475,NZD,Direct Credit,INV-0015354,FX Broker Limited,E-14
2021-01-17,7050,NZD,Cheque Deposit,,FX Broker Limited,E-14
2021-01-17,-47050,NZD,Cheque Withdrawal,,FX Broker Limited,E-14
2021-01-17,-54303,NZD,Debit Transfer,,FX Broker Limited,E-14
2021-01-17,78568,NZD,Direct Credit,INV-0015351,Gravitational LP,E-21
2021-01-17,-24504,NZD,Debit Transfer,,NightSky LLC,E-19
2021-01-19,-725,NZD,Bill Pmnt,,Avid AML Limited,E-13
2021-01-23,-299,NZD,Payment,,Gatekeepers Inc,E-15
2021-01-23,-9641,NZD,Debit Transfer,,NightSky LLC,E-19
2021-01-23,39873,NZD,Direct Credit,INV-0015355,Quasar Limited,E-20
2021-01-24,485434,AUD,International Receipt,INV-0015359,Quasar Limited,E-20
2021-01-28,-3040,NZD,Cash Withdrawal,,Panama Papers Inc,90
2021-01-30,-43288,NZD,Debit Transfer,,Avid AML Limited,E-13
2021-01-30,-7743,NZD,Loan Payment,,Avid AML Limited,E-13
2021-01-30,-23988,SGD,International Payment,,FX Broker Limited,E-14
2021-01-30,-43477,NZD,Debit Transfer,,Gravitational LP,E-21
2021-01-30,55489,NZD,Direct Credit,INV-0015356,NightSky LLC,E-19
2021-01-30,380,NZD,Cash Deposit,,Panama Papers Inc,E-17
2021-01-30,12894,SGD,International Receipt,INV-0017477,Panama Papers Inc,E-17
2021-01-30,8955,NZD,Direct Credit,INV-0015358,Quasar Limited,E-20
2021-01-31,-30023,NZD,Debit Transfer,,NightSky LLC,E-19
2021-01-31,18754,NZD,Direct Credit,INV-0015358,Quasar Limited,E-20
2021-01-31,-420,NZD,Payment,,The Laundromat,E-16
2021-02-02,8080,NZD,Cheque Deposit,,AtmosComp Inc,E-18
2021-02-02,-54003,NZD,Debit Transfer,,Gravitational LP,E-21
2021-02-02,-8080,NZD,Cheque Withdrawal,,Gravitational LP,E-21
2021-02-05,-60,NZD,Payment,,Gatekeepers Inc,E-15
2021-02-05,2378,NZD,Direct Credit,INV-0015505,NightSky LLC,E-19
2021-02-05,-29054,NZD,Debit Transfer,,The Laundromat,E-16
2021-02-06,23440,AUD,International Receipt,INV-0015353,AtmosComp Inc,E-18
2021-02-06,-193,NZD,Bill Pmnt,,The Laundromat,E-16
2021-02-07,-24999,NZD,Debit Transfer,,AtmosComp Inc,E-18
2021-02-07,89754,NZD,Direct Credit,INV-0013410,Gatekeepers Inc,E-15
2021-02-07,-6445,SGD,International Payment,,NightSky LLC,E-19
2021-02-09,-15499,NZD,Loan Payment,,FX Broker Limited,E-14
2021-02-10,-253,NZD,Bill Pmnt,,Avid AML Limited,E-13
2021-02-10,19545,NZD,Cheque Deposit,,Gatekeepers Inc,E-15
2021-02-10,-19545,NZD,Cheque Withdrawal,,Gatekeepers Inc,E-15
2021-02-10,5833,NZD,Direct Credit,INV-0013490,Gatekeepers Inc,E-15
2021-02-10,-132,NZD,Direct Debit,,Gatekeepers Inc,E-15
2021-02-10,-18540,NZD,Debit Transfer,,Gravitational LP,E-21
2021-02-10,380,NZD,Cash Deposit,,Panama Papers Inc,E-17
2021-02-13,-22430,NZD,Loan Payment,,Gravitational LP,E-21
2021-02-16,4320,NZD,Loan Deposit,INV-0015952,NightSky LLC,E-19
2021-02-17,-23002,NZD,Debit Transfer,,NightSky LLC,E-19
2021-02-17,-18445,NZD,Loan Payment,,Panama Papers Inc,E-17
2021-02-17,54005,NZD,Direct Credit,INV-0015355,Quasar Limited,E-20
2021-02-17,-25,NZD,Payment,,The Laundromat,E-16
2021-02-22,2398,NZD,Direct Credit,INV-0015356,NightSky LLC,E-19
2021-02-23,-16550,NZD,Internal Transfer,,Gatekeepers Inc,E-15
2021-02-26,-140,NZD,Direct Debit,,The Laundromat,E-16
2021-02-28,-920,NZD,Bill Pmnt,,FX Broker Limited,E-14
2021-02-28,380,NZD,Cash Deposit,,Panama Papers Inc,89
